0.000000	80.000000	0.000000	1.000000	0.000000	0.000000
0.000000	80.000000	0.000000	0.000000	1.000000	0.000000
0.000000	80.000000	0.000000	0.000000	0.000000	1.000000
40.000000	40.000000	0.000000	1.000000	0.000000	0.000000
40.000000	40.000000	0.000000	0.000000	1.000000	0.000000
40.000000	40.000000	0.000000	0.000000	0.000000	1.000000
40.000000	40.000000	40.000000	1.000000	0.000000	0.000000
40.000000	40.000000	40.000000	0.000000	1.000000	0.000000
40.000000	40.000000	40.000000	0.000000	0.000000	1.000000
40.000000	80.000000	0.000000	1.000000	0.000000	0.000000
40.000000	80.000000	0.000000	0.000000	1.000000	0.000000
40.000000	80.000000	0.000000	0.000000	0.000000	1.000000
40.000000	80.000000	40.000000	1.000000	0.000000	0.000000
40.000000	80.000000	40.000000	0.000000	1.000000	0.000000
40.000000	80.000000	40.000000	0.000000	0.000000	1.000000
40.000000	120.000000	0.000000	1.000000	0.000000	0.000000
40.000000	120.000000	0.000000	0.000000	1.000000	0.000000
40.000000	120.000000	0.000000	0.000000	0.000000	1.000000
40.000000	120.000000	40.000000	1.000000	0.000000	0.000000
40.000000	120.000000	40.000000	0.000000	1.000000	0.000000
40.000000	120.000000	40.000000	0.000000	0.000000	1.000000
80.000000	0.000000	0.000000	1.000000	0.000000	0.000000
80.000000	0.000000	0.000000	0.000000	1.000000	0.000000
80.000000	0.000000	0.000000	0.000000	0.000000	1.000000
80.000000	40.000000	0.000000	1.000000	0.000000	0.000000
80.000000	40.000000	0.000000	0.000000	1.000000	0.000000
80.000000	40.000000	0.000000	0.000000	0.000000	1.000000
80.000000	40.000000	40.000000	1.000000	0.000000	0.000000
80.000000	40.000000	40.000000	0.000000	1.000000	0.000000
80.000000	40.000000	40.000000	0.000000	0.000000	1.000000
80.000000	80.000000	0.000000	1.000000	0.000000	0.000000
80.000000	80.000000	0.000000	0.000000	1.000000	0.000000
80.000000	80.000000	0.000000	0.000000	0.000000	1.000000
80.000000	80.000000	40.000000	1.000000	0.000000	0.000000
80.000000	80.000000	40.000000	0.000000	1.000000	0.000000
80.000000	80.000000	40.000000	0.000000	0.000000	1.000000
80.000000	80.000000	80.000000	1.000000	0.000000	0.000000
80.000000	80.000000	80.000000	0.000000	1.000000	0.000000
80.000000	80.000000	80.000000	0.000000	0.000000	1.000000
80.000000	120.000000	0.000000	1.000000	0.000000	0.000000
80.000000	120.000000	0.000000	0.000000	1.000000	0.000000
80.000000	120.000000	0.000000	0.000000	0.000000	1.000000
80.000000	120.000000	40.000000	1.000000	0.000000	0.000000
80.000000	120.000000	40.000000	0.000000	1.000000	0.000000
80.000000	120.000000	40.000000	0.000000	0.000000	1.000000
80.000000	160.000000	0.000000	1.000000	0.000000	0.000000
80.000000	160.000000	0.000000	0.000000	1.000000	0.000000
80.000000	160.000000	0.000000	0.000000	0.000000	1.000000
120.000000	40.000000	0.000000	1.000000	0.000000	0.000000
120.000000	40.000000	0.000000	0.000000	1.000000	0.000000
120.000000	40.000000	0.000000	0.000000	0.000000	1.000000
120.000000	40.000000	40.000000	1.000000	0.000000	0.000000
120.000000	40.000000	40.000000	0.000000	1.000000	0.000000
120.000000	40.000000	40.000000	0.000000	0.000000	1.000000
120.000000	80.000000	0.000000	1.000000	0.000000	0.000000
120.000000	80.000000	0.000000	0.000000	1.000000	0.000000
120.000000	80.000000	0.000000	0.000000	0.000000	1.000000
120.000000	80.000000	40.000000	1.000000	0.000000	0.000000
120.000000	80.000000	40.000000	0.000000	1.000000	0.000000
120.000000	80.000000	40.000000	0.000000	0.000000	1.000000
120.000000	120.000000	0.000000	1.000000	0.000000	0.000000
120.000000	120.000000	0.000000	0.000000	1.000000	0.000000
120.000000	120.000000	0.000000	0.000000	0.000000	1.000000
120.000000	120.000000	40.000000	1.000000	0.000000	0.000000
120.000000	120.000000	40.000000	0.000000	1.000000	0.000000
120.000000	120.000000	40.000000	0.000000	0.000000	1.000000
160.000000	80.000000	0.000000	1.000000	0.000000	0.000000
160.000000	80.000000	0.000000	0.000000	1.000000	0.000000
160.000000	80.000000	0.000000	0.000000	0.000000	1.000000
